"participant_code","mode_survey","assign_date","assign_week_day","actual_date","actual_week_day","actual_hour","age_or_range","age_or_mid_range","gender","full_or_part_time","work_role","edu","indiv_or_family_income","income_mid_range","place_birth","district","ethnicity","permanent_residence","num_usual_contacts","total_hrs_participant","age_weights","houseSize","distance","weights"
45067009,0,351,6,353.501863425947,0,12,1,"41-65",0,999,999,"secondary",1,"20-39k",1,1,1,1,3,1.23333333333333,14.5348837209302,"3",0.630900378470017,1
45244375,1,43,6,83.7832638889086,0,18,2,"41-65",0,999,999,"unknown",2,"10-19k",2,6,999,1,4,0.658333333333333,12.2399020807834,"4",0.914455141920608,1
45293310,1,320,3,355.477384259226,0,11,1,"21-40",1,1,1,"secondary",1,"10-19k",1,3,1,1,3,10.5,15.3374233128834,"3",0.441335765502981,1
45357188,1,22,6,28.7990509258816,0,19,1,"41-65",1,2,1,"secondary",2,"<10k",2,12,1,1,3,24.0416666666667,10.6837606837607,"3",0.755412688314284,1
45582659,1,359,7,369.551412036992,0,13,1,"21-40",1,2,1,"postsec",1,"<10k",1,18,1,1,4,10.6583333333333,15.3374233128834,"4",0.229654370125443,1
45685244,0,352,7,377.795185185154,0,19,1,"21-40",1,1,5,"secondary",2,"10-19k",1,18,1,1,4,0.441666666666667,12.970168612192,"4",0.46430076772504,1
45740273,0,370,4,371.944282407407,0,22,2,"0-10",0,999,999,"primary",2,">=40k",1,16,1,1,4,15.5416666666667,27.9329608938547,"4",0.292992488654312,1
45825573,0,368,2,368.671134259319,0,16,1,"0-10",1,1,4,"primary",2,"20-39k",1,17,1,1,6,21.1166666666667,23.5294117647059,">=5",0.535243253175668,1
45863335,1,333,2,368.637372685131,0,15,1,"0-10",1,999,4,"primary",999,"unknown",1,13,1,1,4,21.8833333333333,27.9329608938547,"4",0.279700314021079,1
46077422,0,366,7,365.717847222229,1,17,2,"11-19",1,999,999,"primary",1,"<10k",1,16,1,1,4,37.475,20.0400801603206,"4",0.516044396048107,1
46089917,1,28,5,83.6474768518237,0,15,2,"41-65",1,1,5,"postsec",2,">=40k",1,18,1,1,3,22.4833333333333,10.6837606837607,"3",0.204444576520989,1
46221582,0,377,4,385.860590277822,0,20,1,"11-19",0,999,999,"primary",1,"<10k",1,9,1,1,3,18.5,20.0400801603206,"3",0.614794210565226,1
46233386,1,355,3,370.723692129599,0,17,1,"0-10",1,999,4,"primary",2,"<10k",1,6,1,1,5,32.5,23.5294117647059,">=5",0.646226524064282,1
46360894,0,374,1,383.792268518475,0,19,2,"11-19",0,999,999,"primary",2,">=40k",997,14,1,2,3,7.73333333333333,20.0400801603206,"3",0.292028309673481,1
46454142,0,22,6,26.7465277777519,0,17,2,"41-65",1,1,1,"secondary",1,">=40k",1,3,1,1,2,6.98333333333333,11.3636363636364,"2",0.421145262701189,1
46523078,1,25,2,29.7434490740998,1,17,2,"41-65",1,1,1,"primary",1,"<10k",1,7,1,1,2,10.725,11.3636363636364,"2",0.836491411851829,1
46626598,1,216,4,264.743576388923,0,17,1,">65",0,999,6,"postsec",999,"unknown",997,17,1,1,8,4,7.96178343949044,">=5",0.936739140664666,1
46676194,0,328,4,332.712800925947,0,17,1,"41-65",0,1,1,"postsec",2,">=40k",1,18,1,1,2,4,10.6837606837607,"2",0.184061662837706,1
46816817,1,333,2,354.546423611115,0,13,1,"0-10",1,1,4,"primary",2,"20-39k",1,1,1,1,11,19.5083333333333,27.9329608938547,">=5",0.646735189308581,1
46838614,1,320,3,337.765844907379,1,18,1,"41-65",0,999,6,"postsec",2,"20-39k",2,7,1,1,2,7.25,18.9035916824197,"2",0.227298654330363,1
46908275,1,352,7,354.470995370415,0,11,2,"0-10",1,999,4,"primary",999,"<10k",1,6,999,1,3,0.516666666666667,27.9329608938547,"3",0.602786361068216,1
46978852,1,102,2,106.521886574104,1,12,1,"21-40",0,1,1,"secondary",1,"10-19k",2,7,1,1,6,6.5,12.970168612192,">=5",0.370775295168214,1
46984835,0,370,4,374.471562499995,0,11,1,"21-40",0,1,1,"secondary",2,"10-19k",2,7,1,1,6,4.15833333333333,12.3762376237624,">=5",0.501185596099102,1
47267353,1,362,3,400.461620370392,1,11,1,"41-65",0,1,1,"secondary",2,">=40k",1,2,1,1,5,37.7583333333333,12.2399020807834,">=5",0.351780198797923,1
47269857,0,340,2,337.921851851861,1,22,1,"11-19",1,1,4,"primary",2,">=40k",1,2,1,1,4,8.61666666666667,20.0400801603206,"4",0.2160452172335,1
47405812,0,79,7,80.4959953703219,0,11,1,"21-40",1,1,1,"postsec",1,"10-19k",2,14,1,1,5,4.81666666666667,15.3374233128834,">=5",0.234385752930903,1
47545727,1,373,7,390.654548611143,0,15,2,"41-65",1,999,999,"primary",2,"<10k",999,7,1,1,2,2.625,11.3636363636364,"2",0.897153128302617,1
47681562,0,27,4,28.4970023147762,0,11,2,"41-65",1,2,1,"postsec",1,"10-19k",1,18,1,1,5,1.55,10.6837606837607,">=5",0.528363436125908,1
47747005,1,373,7,390.790787036996,0,18,1,"0-10",0,999,4,"primary",2,"unknown",1,11,1,1,3,28.5083333333333,23.5294117647059,"3",0.254211965477954,1
47790815,1,379,6,400.48726851854,1,11,1,"11-19",0,999,4,"secondary",2,"unknown",1,11,1,1,5,46.45,20.0400801603206,">=5",0.0781714009126967,1
47837972,1,379,6,400.73929398146,1,17,2,"0-10",0,999,4,"primary",1,"<10k",1,11,998,1,4,44.1666666666667,27.9329608938547,"4",0.484638412341434,1
48021733,1,320,3,355.701018518535,0,16,1,"21-40",0,1,999,"postsec",999,"unknown",1,5,1,1,3,6.5,12.970168612192,"3",0.0575229392192524,1
48112344,0,332,1,332.153206018498,0,3,1,"21-40",0,999,999,"secondary",999,"unknown",997,2,1,1,6,0.2,15.3374233128834,">=5",0.200231441192612,1
48264817,1,102,2,116.500231481506,0,12,1,">65",1,1,6,"primary",1,"<10k",2,1,1,1,1,2.01666666666667,7.96178343949044,"1",0.996993450631527,1
48451909,0,28,5,45.5654398148181,0,13,1,"41-65",0,1,1,"postsec",2,">=40k",1,6,1,1,2,2.5,11.3636363636364,"2",0.184061662837706,1
48478716,1,349,4,413.443842592649,0,10,1,"21-40",1,1,1,"postsec",1,">=40k",1,5,1,1,5,18.8666666666667,12.3762376237624,">=5",0.077943325128538,1
48711852,1,352,7,369.462141203694,0,11,1,"21-40",1,2,1,"postsec",1,"<10k",1,18,1,1,3,14,12.9032258064516,"3",0.213666233131939,1
48885926,1,374,1,427.534652777831,0,12,2,"0-10",1,999,1,"unknown",2,"10-19k",1,6,1,1,4,6.5,23.5294117647059,"4",0.637680366307122,1
49051874,0,105,5,109.499953703722,0,11,2,"11-19",1,999,999,"primary",2,"20-39k",1,18,1,1,4,21,20.0400801603206,"4",0.51095968885958,1
49059689,0,318,1,319.673402777757,0,16,2,"21-40",1,1,3,"postsec",1,"20-39k",1,5,1,1,2,4.61666666666667,12.9032258064516,"2",0.124590760316133,1
49226652,0,375,2,375.388900463004,0,9,1,"41-65",0,1,1,"secondary",1,"<10k",1,15,1,1,3,5.61666666666667,12.3762376237624,"3",0.748394875644313,1
49249560,1,320,3,337.725787037052,1,17,1,"41-65",0,1,1,"postsec",2,"20-39k",1,17,1,1,2,9.4,11.3636363636364,"2",0.227298654330363,1
49616996,0,339,1,346.774421296315,0,18,2,"11-19",1,999,999,"secondary",2,">=40k",1,3,1,1,4,0.616666666666667,20.0400801603206,"4",0.131675508402576,1
49995427,0,29,6,26.8553356481716,0,20,1,"11-19",0,999,999,"secondary",2,"10-19k",1,9,1,1,3,0.616666666666667,20.0400801603206,"3",0.325274903158096,1
50008060,0,331,7,344.717604166712,1,17,1,"0-10",1,999,999,"primary",1,"20-39k",1,18,1,1,4,8.15833333333333,23.5294117647059,"4",0.359431565843634,1
50042587,1,34,4,83.4528124999488,0,10,1,"41-65",1,999,5,"secondary",2,"10-19k",998,17,1,1,4,8.80833333333333,12.2399020807834,"4",0.760285525496401,1
50074653,1,46,2,83.7682754630223,0,18,2,"21-40",0,1,1,"postsec",1,"20-39k",1,15,1,1,4,56,12.3762376237624,"4",0.141623058753699,1
50084327,0,339,1,339.509756944492,0,12,1,"0-10",1,1,4,"primary",2,"20-39k",1,15,1,1,3,0.158333333333333,23.5294117647059,"3",0.465828378092386,1
50139229,1,373,7,393.683356481488,1,16,1,"21-40",1,1,1,"secondary",1,"<10k",2,5,1,1,2,0.0416666666666667,12.970168612192,"2",0.310896595611826,1
50322326,0,375,2,372.539375000051,1,12,2,"41-65",1,999,999,"unknown",999,"unknown",1,999,1,1,4,2.5,12.2399020807834,"4",0.618617426035628,1
50513512,0,163,7,165.01855324069,0,0,1,"41-65",1,2,6,"secondary",1,"<10k",1,14,1,1,2,40.2,11.3636363636364,"2",0.737882070356606,1
50519942,1,32,2,83.6074884259142,0,14,1,"41-65",0,1,3,"secondary",2,"20-39k",2,13,1,1,4,22.7166666666667,12.2399020807834,"4",0.652213629044193,1
50618404,0,350,5,348.869004629669,0,20,1,"21-40",1,1,1,"postsec",1,"10-19k",2,6,1,1,4,0.125,15.3374233128834,"4",0.218161508577712,1
50668489,1,362,3,393.643900463008,1,15,1,"0-10",1,1,4,"primary",999,"unknown",1,12,1,1,6,10.6666666666667,27.9329608938547,">=5",0.215146389824324,1
50738539,1,101,1,118.439259259263,0,10,1,"41-65",1,1,5,"secondary",2,"20-39k",2,11,1,1,4,12.3583333333333,14.5348837209302,"4",0.660697879606645,1
50883182,1,102,2,105.748194444459,0,17,1,">65",0,999,6,"postsec",999,"unknown",1,17,1,1,3,5,7.96178343949044,"3",0.90305382657118,1
50919735,1,349,4,368.719768518466,0,17,1,"41-65",0,1,1,"primary",1,"10-19k",1,3,1,1,3,14.2916666666667,10.6837606837607,"3",0.896127361291811,1
51017991,1,336,5,354.443738425965,0,10,2,"41-65",1,999,5,"primary",2,"unknown",999,14,1,1,3,12.1,14.5348837209302,"3",0.690604766677704,1
51105699,0,27,4,29.773460648139,1,18,2,"21-40",1,1,1,"postsec",1,"10-19k",1,2,1,1,2,4.45,12.970168612192,"2",0.119681273871332,1
51267470,1,213,1,260.49797453708,1,11,1,"41-65",1,1,1,"primary",1,"10-19k",2,18,1,1,4,12,10.6837606837607,"4",0.852155347592116,1
51273253,0,389,2,391.544803240686,0,13,1,"11-19",0,1,4,"primary",2,">=40k",1,8,1,1,5,0.775,27.9329608938547,">=5",0.331779272967772,1
51480006,0,60,2,60.7896064814413,0,18,2,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,4,53.2333333333333,15.3374233128834,"4",0.218161508577712,1
51688983,1,213,1,260.453634259291,1,10,1,"41-65",1,999,5,"primary",2,"<10k",2,10,1,1,5,20.575,12.2399020807834,">=5",0.871070572167546,1
51758126,1,379,6,400.67094907409,1,16,1,"0-10",0,999,4,"primary",2,"20-39k",1,2,1,1,3,21.3583333333333,23.5294117647059,"3",0.330006309154319,1
51996739,0,352,7,350.625451388885,0,15,1,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,5,2.5,12.970168612192,">=5",0.234385752930903,1
52252915,0,43,6,44.664155092556,1,15,1,"41-65",0,1,6,"secondary",1,">=40k",1,14,1,1,3,8.11666666666667,18.9035916824197,"3",0.310747281777246,1
52514473,0,32,2,33.6534259258769,0,15,1,"0-10",1,1,4,"primary",2,"20-39k",1,15,1,1,4,14.5,23.5294117647059,"4",0.488952413602823,1
52526919,1,379,6,400.475624999963,1,11,1,"0-10",1,999,4,"unknown",2,"20-39k",1,6,1,1,4,23.275,27.9329608938547,"4",0.387896217180004,1
52538370,0,334,3,332.953263888834,0,22,1,"21-40",0,1,1,"secondary",1,"20-39k",1,7,1,1,4,5.7,12.970168612192,"4",0.338832325775844,1
52644438,0,168,5,166.891493055504,0,21,1,"41-65",0,1,1,"secondary",1,"20-39k",1,6,1,1,3,4,10.6837606837607,"3",0.630900378470017,1
52807309,0,339,1,336.889664351824,0,21,2,"41-65",1,1,1,"postsec",1,"20-39k",1,18,1,1,1,24,12.2399020807834,"1",0.321895698086209,1
52880532,1,336,5,348.495983796311,0,11,1,"41-65",0,1,1,"secondary",2,">=40k",2,6,1,1,4,11.5,11.3636363636364,"4",0.457529825799297,1
53035837,0,27,4,28.8524768518982,0,20,1,"11-19",0,1,4,"secondary",1,"<10k",1,2,1,1,4,30.6,16.4473684210526,"4",0.361056029333758,1
53193716,1,352,7,369.72074074077,0,17,2,"11-19",0,1,1,"postsec",1,"10-19k",1,15,1,1,4,26.5416666666667,16.4473684210526,"4",0.14550446345878,1
53326127,1,336,5,355.641458333354,0,15,1,"41-65",0,1,6,"secondary",999,"unknown",1,17,1,1,3,15.125,14.5348837209302,"3",0.40958778582582,1
53475379,1,99,6,106.5259606482,1,12,1,"21-40",1,1,1,"postsec",1,"10-19k",2,9,1,1,5,1.55,15.3374233128834,">=5",0.152213486920234,1
53478679,1,320,3,351.606261574081,1,14,1,">65",0,999,6,"secondary",1,"<10k",2,6,1,1,1,5.21666666666667,7.96178343949044,"1",0.98372471959393,1
53506126,1,333,2,407.627789351856,1,15,1,"41-65",1,2,1,"secondary",2,">=40k",2,18,1,1,5,6.5,10.6837606837607,">=5",0.360406261992792,1
53689754,0,339,1,340.753715277766,0,18,2,"21-40",1,1,1,"postsec",1,"10-19k",2,6,1,1,4,4.61666666666667,15.3374233128834,"4",0.218161508577712,1
53802698,0,339,1,339.915844907402,0,21,1,"21-40",1,1,1,"postsec",1,"10-19k",1,14,1,1,4,10.8166666666667,12.9032258064516,"4",0.218161508577712,1
53811246,1,102,2,119.668310185196,0,16,1,">65",1,999,6,"secondary",999,"unknown",2,8,1,1,3,28.8583333333333,7.96178343949044,"3",0.967786330965984,1
53894905,0,334,3,335.505578703713,0,12,2,"41-65",1,999,999,"postsec",999,"unknown",1,18,1,1,3,20.975,12.2399020807834,"3",0.188250248807974,1
54066249,1,352,7,369.555069444468,0,13,2,"21-40",0,1,1,"postsec",1,"20-39k",1,18,1,1,4,12.2083333333333,12.970168612192,"4",0.141623058753699,1
54148231,1,333,2,354.634224537062,0,15,1,"41-65",1,999,999,"secondary",1,"<10k",1,6,1,1,1,0.375,11.3636363636364,"1",0.719561417664467,1
54164281,0,423,1,422.871643518563,1,20,2,"41-65",0,999,999,"secondary",999,"unknown",2,8,1,1,4,6.5,12.2399020807834,"4",0.308615067477365,1
54263537,0,85,6,85.0080902777845,1,0,2,"21-40",1,1,1,"secondary",1,"10-19k",1,2,1,1,3,2.5,12.3762376237624,"3",0.316613823751875,1
54279943,1,392,5,400.708692129585,1,17,1,"0-10",1,999,999,"unknown",2,"10-19k",1,2,1,1,4,7.1,23.5294117647059,"4",0.507918276554516,1
54352448,1,352,7,369.638958333293,0,15,1,"0-10",0,1,4,"primary",2,"10-19k",1,6,1,1,4,8.125,23.5294117647059,"4",0.600133223762298,1
54470030,1,102,2,125.533564814832,0,12,1,">65",1,999,5,"secondary",2,"20-39k",2,14,1,1,4,14.5,18.9035916824197,"4",0.987836456535164,1
54550414,0,10,1,11.0013310185168,0,0,2,"41-65",1,1,6,"secondary",2,">=40k",1,2,1,1,2,5.61666666666667,11.3636363636364,"2",0.421145262701189,1
54643422,0,334,3,335.737372685224,0,17,1,"0-10",1,1,4,"primary",999,"unknown",1,10,1,1,4,19.5416666666667,23.5294117647059,"4",0.279700314021079,1
54787848,0,370,4,374.967638888862,0,23,2,"0-10",0,999,999,"unknown",999,"unknown",1,2,1,1,4,4,23.5294117647059,"4",0.296942011988935,1
54970399,0,23,7,23.4410532407928,1,10,2,"41-65",1,1,1,"postsec",1,"20-39k",1,17,1,1,3,2.5,10.6837606837607,"3",0.250996728934807,1
55157168,1,352,7,369.481967592612,0,11,1,"21-40",1,2,1,"postsec",1,"<10k",1,14,1,1,4,14.4833333333333,12.3762376237624,"4",0.229654370125443,1
55235710,1,373,7,390.714953703689,0,17,1,"11-19",1,999,4,"secondary",2,"10-19k",1,2,1,1,5,53.5,20.0400801603206,">=5",0.375989039021425,1
55257573,1,13,4,15.5012731481111,1,12,1,"41-65",0,1,1,"secondary",1,"20-39k",1,6,1,1,3,1.26666666666667,14.5348837209302,"3",0.500611690883101,1
55327162,1,102,2,106.500081018545,1,12,2,"21-40",1,999,5,"secondary",2,"<10k",2,5,1,2,3,9.60833333333333,12.3762376237624,"3",0.331096791890216,1
55377154,1,397,3,424.448611111147,0,10,1,"0-10",1,999,999,"unknown",2,"unknown",1,18,1,1,3,5.75,27.9329608938547,"3",0.285573056707821,1
55603182,1,334,3,348.635497685173,0,15,2,"41-65",0,1,1,"postsec",1,"20-39k",1,11,1,1,4,46.5,12.2399020807834,"4",0.37646296963396,1
55607039,1,352,7,369.728009259212,0,17,2,"21-40",1,1,1,"postsec",1,">=40k",1,1,1,1,4,3.34166666666667,12.9032258064516,"4",0.0715362457496729,1
55646398,1,352,7,370.491666666698,0,11,1,"0-10",0,999,4,"primary",999,"unknown",1,17,1,1,4,15.0833333333333,23.5294117647059,"4",0.272183866207816,1
55646506,1,320,3,351.72184027778,1,17,1,">65",1,999,6,"secondary",2,"<10k",1,1,1,1,2,4.15833333333333,18.9035916824197,"2",0.985684917509756,1
55774986,1,34,4,83.4672800926492,0,11,1,"41-65",1,999,6,"primary",2,"20-39k",1,13,1,1,2,4.04166666666667,18.9035916824197,"2",0.833688443871022,1
55816958,1,213,1,260.463599537034,1,11,1,"41-65",1,1,3,"secondary",1,"20-39k",997,13,1,1,2,5,18.9035916824197,"2",0.486844639149848,1
55860631,1,373,7,391.498449074104,0,11,2,"21-40",0,1,1,"postsec",999,"unknown",1,6,1,1,2,2.46666666666667,12.970168612192,"2",0.0526985147867691,1
56046687,1,349,4,351.749537036987,1,17,1,"0-10",0,999,4,"unknown",999,"unknown",1,2,1,1,4,16.8916666666667,23.5294117647059,"4",0.198525257827001,1
56268855,1,198,7,259.621608796297,0,14,2,"41-65",0,1,1,"unknown",1,"20-39k",1,10,1,1,4,4.08333333333333,14.5348837209302,"4",0.867777328411971,1
56299382,1,34,4,82.756678240723,0,18,1,">65",1,999,5,"primary",999,"unknown",2,17,1,1,11,12.0416666666667,18.9035916824197,">=5",0.994909294746057,1
56303770,1,145,3,253.539409722202,1,12,1,"11-19",1,2,4,"postsec",1,"<10k",1,17,1,1,4,5.78333333333333,16.4473684210526,"4",0.0997353636380187,1
56317255,1,320,3,351.716469907435,1,17,1,"41-65",0,2,3,"secondary",1,"10-19k",2,17,1,1,4,12,18.9035916824197,"4",0.641754862645718,1
56633857,1,99,6,116.485694444389,0,11,2,"11-19",0,999,4,"primary",999,"unknown",1,11,1,1,6,0.208333333333333,20.0400801603206,">=5",0.329571750362494,1
56656760,0,357,5,358.500509259291,1,12,2,"41-65",0,999,999,"secondary",2,"10-19k",1,2,1,1,3,8.35,11.3636363636364,"3",0.620173932642589,1
57065386,0,31,1,34.493229166721,0,11,2,"41-65",1,2,3,"postsec",1,"10-19k",1,6,1,1,3,9,10.6837606837607,"3",0.482050456268401,1
57128384,1,352,7,417.444074074039,0,10,1,"21-40",1,1,1,"postsec",1,"20-39k",1,2,1,1,2,3.73333333333333,12.970168612192,"2",0.124590760316133,1
57197274,0,350,5,353.981458333321,0,23,2,"41-65",0,999,999,"postsec",1,">=40k",1,14,1,1,2,4.16666666666667,14.5348837209302,"2",0.184061662837706,1
57300101,1,145,3,173.495289351908,0,11,1,"0-10",0,999,997,"primary",2,"20-39k",1,7,1,1,4,10.4833333333333,23.5294117647059,"4",0.479556518013483,1
57387685,0,352,7,356.669293981511,0,16,2,"21-40",0,1,1,"secondary",1,"10-19k",1,2,1,1,4,4.125,12.3762376237624,"4",0.454956865412513,1
57440023,1,349,4,370.66535879625,0,15,1,"11-19",1,999,4,"primary",2,"20-39k",2,12,1,1,3,36.7833333333333,20.0400801603206,"3",0.487788283865045,1
57443819,0,339,1,337.07413194445,1,1,2,"11-19",1,999,999,"primary",999,"unknown",2,14,1,1,4,0.775,20.0400801603206,"4",0.199162028374115,1
57487336,1,379,6,400.454201388871,1,10,1,"0-10",1,999,997,"primary",2,"<10k",1,16,1,1,5,18.5,23.5294117647059,">=5",0.517207868024234,1
57555724,0,27,4,32.4275810185354,0,10,1,"21-40",1,1,1,"postsec",1,"10-19k",1,2,1,1,3,7.5,15.3374233128834,"3",0.202762886612892,1
57646962,0,398,4,400.730416666716,1,17,1,"0-10",1,999,999,"primary",2,"20-39k",1,2,1,1,7,50.05,23.5294117647059,">=5",0.42562469000857,1
57896969,0,387,7,388.95857638889,0,23,1,"11-19",1,999,999,"secondary",2,"20-39k",1,14,1,1,6,2.5,20.0400801603206,">=5",0.288691956713089,1
57928253,0,427,5,429.54793981486,1,13,2,"21-40",0,1,1,"secondary",1,"<10k",1,14,1,1,4,2.5,15.3374233128834,"4",0.343406944554882,1
58163225,1,28,5,36.795231481432,1,19,1,"21-40",1,1,1,"secondary",1,"10-19k",1,18,1,1,6,35.9,12.970168612192,">=5",0.379594380696649,1
58408751,0,127,6,127.685416666674,1,16,2,"21-40",0,1,1,"secondary",1,"20-39k",1,17,1,1,4,2.5,15.3374233128834,"4",0.231095322890351,1
58439159,1,349,4,370.44896990736,0,10,1,">65",1,1,5,"primary",1,"<10k",997,13,1,1,3,21.95,7.96178343949044,"3",0.997500983515824,1
58509536,0,141,6,138.79122685187,0,18,2,"11-19",0,1,4,"unknown",999,"unknown",2,1,1,1,1,4.61666666666667,20.0400801603206,"1",0.258847703669193,1
58577813,1,145,3,259.521261574118,0,12,1,">65",1,999,5,"secondary",2,"<10k",1,2,1,1,2,6.99166666666667,7.96178343949044,"2",0.99155464662674,1
58784815,1,359,7,370.596597222262,0,14,1,"0-10",1,999,4,"primary",2,"10-19k",1,18,1,1,4,13.4833333333333,23.5294117647059,"4",0.609126560864834,1
58971485,0,314,4,315.961805555504,0,23,1,"21-40",1,1,4,"secondary",1,"<10k",997,2,1,1,4,6.5,16.4473684210526,"4",0.48078655734559,1
59035061,1,349,4,371.442881944473,0,10,1,"11-19",1,1,4,"primary",2,"unknown",1,12,1,1,4,16.6583333333333,20.0400801603206,"4",0.297777170925965,1
59108938,0,339,1,340.554814814823,0,13,1,"0-10",0,999,999,"primary",2,">=40k",1,14,1,1,4,7.275,23.5294117647059,"4",0.292992488654312,1
59199766,1,28,5,36.7783217593096,1,18,1,"41-65",0,999,6,"postsec",999,"<10k",1,3,1,1,11,23.3166666666667,18.9035916824197,">=5",0.541077679126265,1
59235352,1,373,7,400.524282407365,1,12,1,"21-40",0,2,1,"unknown",1,"<10k",1,3,1,1,4,22.5,12.3762376237624,"4",0.64668875497815,1
59400976,0,141,6,141.434386574081,1,10,1,"0-10",1,999,999,"primary",2,">=40k",1,6,1,1,4,16,23.5294117647059,"4",0.201506218799045,1
59544261,0,334,3,334.781678240746,0,18,1,"21-40",0,1,1,"postsec",1,"10-19k",2,11,1,1,5,22.0833333333333,15.3374233128834,">=5",0.227702097083381,1
59720104,0,389,2,398.399062499986,0,9,2,"11-19",1,1,4,"primary",999,"unknown",1,17,1,1,4,8,20.0400801603206,"4",0.297777170925965,1
59783280,0,32,2,33.3759722221876,0,9,1,"21-40",0,1,1,"postsec",1,"10-19k",1,2,1,1,3,6.75,15.3374233128834,"3",0.196749243892774,1
59824347,1,25,2,32.7601041666931,0,18,2,"41-65",1,1,1,"secondary",1,"20-39k",1,3,1,1,10,0.95,10.6837606837607,">=5",0.772524274797996,1
59861568,0,344,6,342.952314814786,0,22,2,"21-40",0,1,1,"postsec",999,"unknown",1,3,1,1,3,2.5,12.970168612192,"3",0.0575229392192524,1
60050415,0,353,1,354.444432870368,0,10,1,"21-40",1,999,999,"unknown",2,">=40k",1,17,1,1,3,4,12.970168612192,"3",0.432908754474661,1
60150356,0,357,5,357.8112384259,0,19,2,"0-10",1,1,4,"primary",999,"unknown",1,16,1,1,3,15,27.9329608938547,"3",0.261410369802102,1
60178680,0,42,5,43.766736111138,1,18,2,"41-65",0,1,2,"postsec",2,"20-39k",1,8,1,1,3,22,12.2399020807834,"3",0.243990353377317,1
60307151,1,333,2,368.658854166628,0,15,1,">65",0,999,6,"secondary",1,"<10k",2,11,1,999,4,11.1166666666667,7.96178343949044,"4",0.992706419427726,1
60332682,1,333,2,368.625613425975,0,15,1,"41-65",1,2,5,"secondary",2,">=40k",1,17,1,1,4,22.8666666666667,11.3636363636364,"4",0.466881306118841,1
60430487,0,357,5,355.730868055602,0,17,1,"0-10",0,999,999,"primary",999,"unknown",1,5,1,1,4,12,23.5294117647059,"4",0.272183866207816,1
60492313,0,351,6,352.642187500023,1,15,1,"11-19",0,2,4,"secondary",1,"<10k",1,12,1,999,4,2.5,16.4473684210526,"4",0.24891296549093,1
60746278,0,357,5,362.94491898152,0,22,1,"0-10",1,1,4,"primary",2,"20-39k",2,11,2,1,6,18.5,27.9329608938547,">=5",0.535243253175668,1
60749242,0,344,6,343.558807870373,0,13,2,"21-40",0,1,1,"secondary",1,"10-19k",2,18,1,1,3,2.7,15.3374233128834,"3",0.432081257413774,1
60786097,0,331,7,332.4714467593,0,11,1,"0-10",0,1,4,"primary",2,">=40k",1,18,1,1,5,25.1166666666667,27.9329608938547,">=5",0.312557022757446,1
60869355,1,349,4,348.480624999967,0,11,1,"41-65",0,1,6,"primary",2,"20-39k",2,14,1,1,3,4.4,18.9035916824197,"3",0.8411857530729,1
61051981,0,219,7,217.696666666656,0,16,1,"41-65",1,1,3,"secondary",999,"unknown",1,15,1,1,4,8.11666666666667,12.3762376237624,"4",0.441433734002036,1
61193493,0,318,1,316.639594907407,1,15,2,"41-65",1,1,1,"secondary",999,"unknown",1,2,1,1,5,4,12.2399020807834,">=5",0.337092607524829,1
61270511,1,333,2,348.468634259305,0,11,1,"41-65",1,1,5,"secondary",2,"20-39k",2,14,1,1,2,4.74166666666667,18.9035916824197,"2",0.617984225772152,1
61277462,0,81,2,83.7443055555923,0,17,1,"41-65",0,1,1,"postsec",1,">=40k",1,2,1,1,3,1.91666666666667,11.3636363636364,"3",0.198393469208511,1
61377782,0,352,7,354.418807870359,0,10,1,"41-65",0,1,1,"postsec",1,">=40k",2,8,1,1,4,2.26666666666667,10.6837606837607,"4",0.213549144946005,1
61418435,1,145,3,259.533923611161,0,12,1,">65",0,999,6,"secondary",1,"unknown",1,18,1,1,4,9,18.9035916824197,"4",0.969459967544782,1
61459785,0,328,4,328.559328703675,0,13,2,"0-10",1,999,999,"primary",999,"unknown",1,5,1,1,4,5.31666666666667,27.9329608938547,"4",0.279700314021079,1
61487886,1,99,6,105.752789351856,0,18,1,">65",0,999,6,"secondary",2,"unknown",1,2,1,1,2,5,7.96178343949044,"2",0.963466078720426,1
61711545,0,30,7,29.8587847221643,1,20,2,"41-65",1,1,2,"postsec",1,"20-39k",1,5,1,1,2,6.59166666666667,12.2399020807834,"2",0.23397405573568,1
61743700,0,84,5,82.6890625000233,0,16,1,"41-65",1,1,5,"primary",2,"10-19k",1,13,1,1,4,2.5,14.5348837209302,"4",0.907647338904226,1
61767959,1,334,3,368.52087962965,0,12,1,"21-40",1,1,1,"secondary",1,"20-39k",1,5,1,1,4,8.41666666666667,15.3374233128834,"4",0.347311004316069,1
61770335,1,336,5,354.658553240704,0,15,1,"0-10",0,999,4,"primary",999,"unknown",1,13,1,1,5,2.95833333333333,27.9329608938547,">=5",0.290930677972753,1
61780253,1,35,5,83.4627546296688,0,11,1,"41-65",0,1,1,"secondary",2,"20-39k",1,2,1,1,4,30.8666666666667,11.3636363636364,"4",0.652213629044193,1
61949230,1,333,2,354.682893518475,0,16,1,"41-65",0,999,6,"primary",2,"20-39k",1,18,1,1,6,2.525,18.9035916824197,">=5",0.874920591145259,1
